ObjectId,Country,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023
1,Advanced Economies,,AETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",109628.668,106082.875,115399.651,122991.148,134882.703,150757.179,160685.614,169043.661,177258.779,182491.37,200345.451,207450.183,223861.248,238487.933,250919.577,263542.75,274561.81,281658.673,286653.446,292379.608,294178.354,306827.472,297837.826,
1102,"Madagascar, Rep. of",MG,MDG,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",240.198,269.976,244.598,286.633,346.417,340.504,365.64,332.668,404.087,362.656,478.835,577.302,595,614.397,603.94,607.416,764.91,917.863,828.456,973.519,1018.476,1143.341,1111.315,
1103,"Madagascar, Rep. of",MG,MDG,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",122,122,122,142,167,197,235.17,243.12,282.2,282.2,379.22,379.22,379.22,379,514,514,514,574,622,622,622,622,622,622
1104,"Madagascar, Rep. of",MG,MDG,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",541.872,566.186,537.626,614.206,639.008,649.91,639.929,721.264,701.834,744.107,730.686,710.765,775.662,747.791,833.148,965.359,917.444,815.325,1000.256,919.957,850.416,799.849,854.967,
1105,"Madagascar, Rep. of",MG,MDG,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",105.63,105.63,105.63,105.683,105.593,105.593,105.593,105.623,120.623,120.886,128.822,128.942,161.982,162.087,162.83,163.672,163.731,163.846,163.906,164.206,164.006,164.006,192.006,192.566
1106,"Madagascar, Rep. of",MG,MDG,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,0.004,0.004,0.007,0.006,0.014,0.014,0.475,0.479,0.498,0.767,2.164,3.099,36.475,38.208,40.441,40.214,83.838,
1107,"Madagascar, Rep. of",MG,MDG,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,0.002,0.002,0.004,0.004,0.008,0.008,0.274,0.277,0.287,0.442,1.248,1.786,22.004,23.002,24.289,24.158,50.559,50.559
1108,"Madagascar, Rep. of",MG,MDG,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,0.039,0.039,0.25,0.452,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,
1109,"Madagascar, Rep. of",MG,MDG,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,0.015,0.015,0.095,0.172,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
1110,Malawi,MW,MWI,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",33.768,35.376,41.808,33.768,33.768,38.592,39.396,40.2,44.22,41.808,43.416,43.416,49.848,51.456,52.469,51.713,48.24,44.3,46.68,46.326,49.198,50.761,50.761,
1111,Malawi,MW,MWI,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
1112,Malawi,MW,MWI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",78.2014784,79.7254784,82.8474784,30.1554784,75.7054784,78.7424784,80.4474784,81.8804784,15.0974784,19.9123744,20.1973744,25.2393744,25.1713744,23.0983744,23.6333744,18.3243744,64.4933744,304.7683744,374.3633744,483.851,483.851,465.727,465.727,
1113,Malawi,MW,MWI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",38.114,38.114,38.114,23.114,33.814,33.814,33.814,33.814,18.814,26.974,26.974,27.774,27.774,27.774,27.774,26.774,35.874,94.274,120.274,132.098,132.098,132.098,132.098,132.098
1114,Malawi,MW,MWI,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1038.7,1061.576,1108.454,1186.649,1267.447,1325.214,1357.634,1384.891,1615.684,1762.208,1841.611,1880.964,1869.903,1859.758,1964.224,1953.858,1894.174,1585.701,1424.914,1674.815,1676.199,1694.324,1694.324,
1115,Malawi,MW,MWI,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.67,307.67,372.47,372.47,372.47,372.77,372.77,372.898,373.106,373.106,392.619,392.619,392.619
1116,Malawi,MW,MWI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.349,0.349,0.349,0.349,0.349,0.113,0.113,0.113,0.113,0.113,0.113,0.195,0.253,1.689,1.821,2.466,4.566,5.544,6.087,6.429,9.569,10.086,11.729,
1117,Malawi,MW,MWI,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.218,0.218,0.218,0.218,0.218,0.07,0.07,0.07,0.07,0.07,0.07,0.122,0.158,1.056,1.138,1.541,2.854,3.465,3.804,4.018,5.981,66.304,108.33,108.33
1118,Malaysia,MY,MYS,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",570.904,572.149,572.149,573.763,579.415,602.025,713.945,883.197,915.174,1074.205,1355.128,636.428,1379.98,822.396,400.424,425.034,199.498,397.418,1719.11,2097.1,2864.57,2864.57,2865.57,
1119,Malaysia,MY,MYS,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",675.91,677.91,677.91,691.91,691.91,691.91,691.91,716.91,716.91,717.43,661.55,773.96,767.5,1044.73,1430.8,1554.96,1526.48,800.04,809.99,882.81,890.64,904.35,904.35,904.35
1120,Malaysia,MY,MYS,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",57287,63666,68749,72110,85849,88023,93302,98192,100457,102740,112402,117437,123230,128149,129291,129501,137259,132692,140414,146314,140870,140870,140873,
1121,Malaysia,MY,MYS,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",15216.5,18370.5,18148.5,20357.5,21809.5,21951.5,22474.5,22563.5,22578.5,23512.5,24093.5,24614.5,24741.8,24779.99,23165.82,23702.2,23085.42,25724.67,25724.67,28348.67,28348.67,29788.67,30630.67,30630.67
1122,Malaysia,MY,MYS,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",6994,6066,5415,5090,5573.049,6007.058,6323.075,5957.075,7807.149,6890.233,6361.37,8056.378,9251.378,11799.394,13541.025,15525.109,20358.24,26717.298,26296.288,26281.34,27302.34,27302.34,27302.34,
1123,Malaysia,MY,MYS,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2085.105,2072.12,2109.12,2109.12,2109.133,2064.138,2111.148,2111.148,2117.69,2122.738,2134.816,3120.821,3448.821,4534.83,4760.79,5741.838,6121.258,6145.331,6165.325,6185.355,6197.355,6214.855,6214.855,6214.855
1124,Malaysia,MY,MYS,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,0.554,0.664,0.664,0.669,0.669,6.935,54.505,196.129,280.47,362.568,427.332,477.274,481.26,430.017,459.525,459.585,
1125,Malaysia,MY,MYS,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,0.45,0.54,0.54,0.544,0.544,31.584,138.674,205.388,266.285,344.152,393.959,545.259,893.76,1482.946,1787.097,1933.251,1933.251
1126,Maldives,MV,MDV,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,,,,0.026,0.026,0.026,0.026,
1127,Maldives,MV,MDV,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.25,0.25
1128,Maldives,MV,MDV,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",315.145,328.954,339.482,356.295,379.363,409.697,468.518,534.792,593.153,610.233,574.84,599.559,627.802,612.013,602.489,630.68,615.576,639.615,674.657,722.604,719.478,788,969.144,
1129,Maldives,MV,MDV,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",121.5,122.5,136,137.5,137.5,138.5,138.5,141,141,141,141,141,141,141,141,141,214,214,529,529,529,529,529,529
1130,Maldives,MV,MDV,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,0.018,0.078,0.108,0.111,0.216,0.249,0.276,1.986,2.63,5.823,7.198,11.232,16.186,24.717,30.908,40.058,46.208,53.708,
1131,Maldives,MV,MDV,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,0.012,0.052,0.072,0.074,0.144,0.166,0.184,1.324,1.753,3.882,4.799,7.488,10.791,16.478,20.605,26.705,30.805,35.805,37.055
1132,Maldives,MV,MDV,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,
1133,Maldives,MV,MDV,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407
1134,Mali,ML,MLI,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",7.662,21.078,22.455,24.295,25.583,27.166,26.449,27.634,30.861,30.458,30.044,30.021,30.691,29.511,29.969,30.016,32.791,34.008,35.222,36.74,36.74,36.641,36.641,
1135,Mali,ML,MLI,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2.37,2.37,2.37,2.37,2.37,2.67,2.728,2.728,2.728,2.728,2.728,2.728,5.686,5.686,5.686,5.686,5.686,40.686,40.686,40.686,40.686,40.686,40.686,40.686
1136,Mali,ML,MLI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",677.6171274,680.6171274,698.6171274,708.6171274,718.6171274,743.6171274,798.6171274,866.6171274,930.6171274,533.0111274,653.4194202,704.3236942,607.9395288,534.5108667,698.6406523,834.908103,954.2736801,1134.771167,1134.106,1153.714,1170.836,1177.702,1210.041,
1137,Mali,ML,MLI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",208,208,208,208,208,208,208,216,191,206.5,229.4,290.7,291.2,333.2,352,357.2,419.5,459.3,458.9,471,482.1,486.7,509.6,509.6
1138,Mali,ML,MLI,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",245,360,788.17,1081.493,1020.23,1024.806,1016.225,1053.823,1087.521,1030.458,1064.067,1111.028,1211.353,1441.928,1498.234,1528.585,1645.372,1702.191,1702.191,1702.191,1702.191,1702.191,1702.191,
1139,Mali,ML,MLI,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",52.7,52.7,253,253,253,253,253,253,253.003,253.003,253.003,253.003,253.003,315.303,315.303,315.303,315.303,315.303,315.303,315.303,315.303,315.303,455.303,455.303
1140,Mali,ML,MLI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,0.023,0.135,0.136,0.847,1.515,2.089,5.154,6.631,9.706,10.927,14.705,15.467,17.06,97.619,145.361,152.159,
1141,Mali,ML,MLI,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,0.015,0.088,0.088,0.55,0.984,1.357,3.347,4.306,6.303,7.096,9.549,10.043,11.078,61.545,92.546,96.961,96.961
1142,Malta,MT,MLT,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,5,9,6,7,7,8.307,9.738,8.956,6.401,5.89,7.233,7.389,
1143,Malta,MT,MLT,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,3,3,3,3,3,4.56,4.56,4.56,4.56,4.56,4.56,2.823,2.823
1144,Malta,MT,MLT,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1917,1943,2052,2236,2216,2240,2261,2296,2312,2168,2113,2169,2268,2216,2170,1203,720.834,1479.721,1763.485,1857.984,1900.262,1951.818,1996.507,
1145,Malta,MT,MLT,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",571,571,571,571,571,571,571,571,571,571,571,571,620,620,620,590,475,590,590,590,590,590,498,498
1146,Malta,MT,MLT,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,0.075,0.075,0.075,0.15,0.675,0.68,4.99,16.69,29.47,68.38,94.99,127.885,162.261,189.981,195.386,236.866,255.77,289.512,
1147,Malta,MT,MLT,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,0.1,0.1,0.1,0.2,0.9,0.8,5.3,15.7,28.5,54.6,74.8,93.6,111.763,131.89,155.187,187.903,205.473,222.457,231.017
1148,Malta,MT,MLT,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,0.075,0.085,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,
1149,Malta,MT,MLT,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
